id;cidade;id_estado;latitude;longitude;cod_ibge;cod_ddd;area_km
396;Matão;26;-21.63980000;-48.35790000;3529302;16;524.90
397;Araçatuba;26;-21.15553000;-50.45060000;3502804;18;1167.13
398;Santo Antônio do Aracanguá;26;-20.93615000;-50.49623000;3548054;18;1308.43
399;Birigüi;26;-21.29736000;-50.33297000;3506508;18;530.03
400;Bilac;26;-21.40637000;-50.47059000;3506409;18;158.03
401;Gabriel Monteiro;26;-21.52950000;-50.55363000;3516507;18;138.68
402;Piacatu;26;-21.59178000;-50.59833000;3537701;18;232.49
403;Santópolis do Aguapeí;26;-21.63928000;-50.50209000;3548401;18;128.03
404;Clementina;26;-21.55887000;-50.44875000;3511904;18;168.59
405;Coroados;26;-21.35487000;-50.28352000;3512506;18;246.83
406;Brejo Alegre;26;-21.16790000;-50.18586000;3507753;18;105.69
407;Glicério;26;-21.38149000;-50.20861000;3517109;18;272.80
408;Braúna;26;-21.50168000;-50.31696000;3507704;18;195.18
409;Penápolis;26;-21.43360000;-50.08803000;3537305;18;711.32
410;Alto Alegre;26;-21.58283000;-50.16635000;3501103;18;318.57
411;Luiziânia;26;-21.67696000;-50.32955000;3527702;18;166.58
412;Barbosa;26;-23.54475000;-46.57081000;3505104;18;205.21
413;Avanhandava;26;-21.46055000;-49.94926000;3504404;18;338.37
414;Promissão;26;-21.53443000;-49.85716000;3541604;14;779.20
415;Lins;26;-21.68298000;-49.75341000;3527108;14;570.06
416;Guaiçara;26;-21.62404000;-49.79900000;3517208;14;277.15
417;Sabino;26;-21.45979000;-49.57548000;3544608;14;305.29
418;Getulina;26;-21.79933000;-49.93261000;3517000;14;676.76
419;Guaimbê;26;-23.58928000;-46.49626000;3517307;14;217.81
420;Cafelândia;26;-21.80482000;-49.60101000;3508801;14;920.28
421;Guarantã;26;-22.96031000;-49.85242000;3518107;14;461.75
422;Pirajuí;26;-21.98437000;-49.46060000;3538907;14;823.76
423;Balbinos;26;-21.90171500;-49.35799980;3504701;14;91.64
424;Uru;26;-21.78228000;-49.28315000;3555901;14;323.92
425;Pongaí;26;-21.73878000;-49.35797000;3540101;14;183.40
426;Presidente Alves;26;-22.09420000;-49.43874000;3541109;14;286.64
427;Avaí;26;-22.15505000;-49.33214000;3504305;14;540.69
428;Guararapes;26;-21.25506000;-50.63980000;3518206;18;955.64
429;Rubiácea;26;-21.29938130;-50.72919760;3544400;18;236.48
430;Bento de Abreu;26;-21.27165000;-50.81128000;3506201;18;301.69
431;Mirandópolis;26;-21.13320000;-51.10276000;3530102;18;917.69
432;Lavínia;26;-21.16578000;-51.04246000;3526506;18;537.68
433;Valparaíso;26;-21.22331000;-50.86913000;3556305;18;857.66
434;Andradina;26;-20.90647000;-51.35715000;3502101;18;964.23
435;Castilho;26;-23.31482000;-46.22207000;3511003;18;183.40
436;Nova Independência;26;-21.10507000;-51.49165000;3533205;18;265.03
437;Murutinga do Sul;26;-20.99002000;-51.27930000;3532108;18;250.87
438;Guaraçaí;26;-21.03142000;-51.20843000;3517802;18;569.20
439;Bauru;26;-22.33627000;-49.07713000;3506003;14;667.68
440;Agudos;26;-22.47673000;-48.96607000;3500709;14;966.71
441;Paulistânia;26;-22.57483000;-49.39797000;3536570;14;256.18
442;Arealva;26;-22.02632000;-48.91547000;3503406;14;504.97
443;Iacanga;26;-21.89717000;-49.02363000;3519105;14;547.39
444;Reginópolis;26;-21.73055000;-50.71763000;3542503;14;410.41
445;Jaú;26;-21.17030000;-47.82772000;3525300;14;687.10
446;Itapuí;26;-22.23428000;-48.72058000;3522901;14;140.02
447;Bocaina;26;-23.18575000;-46.88328000;3506805;14;363.93
448;Bariri;26;-22.58394000;-47.43405000;3505203;14;444.41
449;Itaju;26;-21.98373000;-48.80280000;3522000;14;230.36
450;Boracéia;26;-22.19807000;-48.78539000;3507308;14;122.11
451;Pederneiras;26;-23.33319000;-46.91856000;3536703;14;728.74
452;Macatuba;26;-22.34630000;-46.93580000;3528007;14;224.51
453;Dois Córregos;26;-22.24482000;-48.38850000;3514106;14;632.97
454;Mineiros do Tietê;26;-22.41211000;-48.45399000;3529807;14;213.24
455;Barra Bonita;26;-22.48996000;-48.56221000;3505302;14;150.12
456;Igaraçu do Tietê;26;-22.51491000;-48.55279000;3520004;14;97.75
457;Torrinha;26;-22.42813000;-48.17009000;3554706;14;315.27
458;Santa Maria da Serra;26;-22.56823000;-48.15304000;3547007;19;252.62
459;Brotas;26;-22.28265000;-48.12487000;3507902;14;1101.37
460;Garça;26;-22.20618000;-49.65325000;3516705;14;555.81
461;Álvaro de Carvalho;26;-22.08267000;-49.71846000;3501400;14;153.66
462;Lupércio;26;-22.41443000;-49.81800000;3527801;14;155.17
463;Alvinlândia;26;-22.44049500;-49.76562110;3501509;14;84.88
464;Ubirajara;26;-22.52785000;-49.66163000;3555505;14;282.18
465;Gália;26;-22.29285000;-49.55070000;3516606;14;355.91
466;Fernão;26;-22.35813000;-49.51944000;3515657;14;100.50
467;Duartina;26;-22.41298000;-49.40444000;3514502;14;264.56
468;Lucianópolis;26;-23.47379000;-46.39065000;3527504;14;189.54
469;Cabrália Paulista;26;-22.45651000;-49.33920000;3508306;14;239.97
470;Piratininga;26;-22.41305000;-49.13902000;3539400;14;402.41
471;Marília;26;-22.15241000;-49.94996000;3529005;14;1170.52
472;Ocauçu;26;-22.44158000;-49.91472000;3533700;14;301.04
473;Júlio Mesquita;26;-22.01132000;-49.78960000;3525805;14;128.18
474;Vera Cruz;26;-22.22804600;-49.81527060;3556602;14;247.72
475;Oriente;26;-22.14783000;-50.09917000;3534104;14;218.67
476;Pompéia;26;-22.10726000;-50.17613000;3540002;14;784.67
477;Queiroz;26;-22.65992000;-45.01576000;3541802;14;234.91
478;Tupã;26;-21.94249000;-50.49620000;3555000;14;627.99
479;Arco-Íris;26;-21.77325000;-50.46680000;3503356;14;264.90
480;Herculândia;26;-22.00105000;-50.38857000;3519006;14;364.25
481;Quintana;26;-22.07210000;-50.30300000;3542008;14;318.94
482;Iacri;26;-21.85976000;-50.68934000;3519204;14;321.95
483;Bastos;26;-21.92172000;-50.73264000;3505807;14;170.91
484;Osvaldo Cruz;26;-21.79741000;-50.87178000;3534609;18;248.04
485;Sagres;26;-21.88279220;-50.99146540;3544707;18;147.94
486;Salmourão;26;-21.62668000;-50.86270000;3545100;18;172.93
487;Parapuã;26;-21.78306000;-50.79145000;3536000;18;366.66
488;Rinópolis;26;-21.72366000;-50.72084000;3543808;18;358.48
489;Inúbia Paulista;26;-21.76746000;-50.96019000;3520806;18;87.12
490;Lucélia;26;-21.72593000;-51.01600000;3527405;18;314.81
491;Pracinha;26;-21.20992000;-50.43784000;3540853;18;63.05
492;Adamantina;26;-21.68765000;-51.07251000;3500105;18;411.99
493;Mariápolis;26;-21.79581000;-51.18116000;3528908;18;186.54
495;Flórida Paulista;26;-21.61505000;-51.17419000;3516002;18;524.14
496;Pacaembu;26;-21.55949000;-51.26980000;3534906;18;339.70
497;Flora Rica;26;-21.67735000;-51.38211000;3515806;18;224.71
498;Irapuru;26;-21.56888000;-51.35097000;3521606;18;214.46
499;Junqueirópolis;26;-21.51696000;-51.42753000;3526001;18;582.57
500;Dracena;26;-21.48825000;-51.53787000;3514403;18;487.69
501;Ouro Verde;26;-23.57145990;-46.66966680;3534807;18;266.78
502;Tupi Paulista;26;-21.38681000;-51.57155000;3555109;18;244.77
503;Santa Mercedes;26;-21.35029000;-51.75748000;3547106;18;166.75
504;Nova Guataporanga;26;-21.33219000;-51.64519000;3533106;18;34.16
505;Monte Castelo;26;-21.30302000;-51.56881000;3531605;18;233.55
506;São João do Pau dAlho;26;-21.26674000;-51.66669000;3549300;18;117.67
507;Panorama;26;-21.35391000;-51.85697000;3535408;18;356.05
508;Paulicéia;26;-21.31263000;-51.84008000;3536406;18;374.09
509;Sorocaba;26;-23.43724000;-47.46574000;3552205;15;450.38
510;Votorantim;26;-23.54051000;-47.41736000;3557006;15;183.52
511;Mairinque;26;-23.63104000;-47.22104000;3528403;11;210.15
512;Alumínio;26;-23.52186000;-47.25471000;3501152;11;83.66
513;São Roque;26;-23.54503000;-47.12548000;3550605;11;306.91
514;Araçariguama;26;-23.43827000;-47.06345000;3502754;11;145.20
515;Ibiúna;26;-23.65718000;-47.22365000;3519709;15;1058.08
516;Salto de Pirapora;26;-23.64805000;-47.57435000;3545308;15;280.51
517;Piedade;26;-23.71006000;-47.41832000;3537800;15;746.87
518;Tapiraí;26;-23.90108110;-47.52144170;3553500;15;755.10
519;Pilar do Sul;26;-23.81293000;-47.71565000;3537909;15;681.25
520;Araçoiaba da Serra;26;-23.50675670;-46.61021020;3502903;15;255.33
521;Capela do Alto;26;-23.46930000;-47.73352000;3510302;15;169.89
522;Itapetininga;26;-23.57370000;-48.03851000;3522307;15;1789.35
523;Alambari;26;-23.35873460;-47.69782990;3500758;15;159.60
524;Sarapuí;26;-23.64205000;-47.82648000;3551108;15;352.59
525;São Miguel Arcanjo;26;-23.87247000;-47.99459000;3550209;15;930.34
526;Angatuba;26;-23.54704000;-48.30556000;3502200;15;1027.29
527;Campina do Monte Alegre;26;-23.59367000;-48.47972000;3509452;15;185.03
528;Guareí;26;-23.37262000;-48.18434000;3518503;15;567.88
529;Quadra;26;-22.26560000;-48.72932000;3541653;15;205.67
530;Porangaba;26;-23.17922000;-48.12137000;3540507;15;265.69
531;Torre de Pedra;26;-23.24757000;-48.19282000;3554656;15;71.35
532;Tatuí;26;-23.36006000;-47.83446000;3554003;15;523.75
533;Cesário Lange;26;-23.22652170;-47.95490950;3511607;15;190.39
534;Buri;26;-23.79772000;-48.60190000;3508009;15;196.79
535;Capão Bonito;26;-24.01235000;-48.34629000;3510203;15;1640.23
536;Guapiara;26;-24.18575000;-48.53165000;3517604;15;408.29
537;Ribeirão Grande;26;-24.10133000;-48.36811000;3543253;15;333.36
538;Apiaí;26;-24.50964000;-48.84648000;3502705;15;974.32
539;Barra do Chapéu;26;-24.47322000;-49.02601000;3505351;15;405.68
540;Iporanga;26;-24.58623000;-48.59282000;3521200;15;1152.06
541;Itaóca;26;-24.63994000;-48.84065000;3522158;15;183.02
542;Ribeira;26;-24.65705000;-49.00721000;3542800;15;650.92
543;Itapirapuã Paulista;26;-24.49293000;-49.22317000;3522653;15;406.48
544;Itapeva;26;-23.99578000;-48.90739000;3522406;15;1826.26
545;Taquarivaí;26;-23.92384000;-48.69566000;3553856;15;231.79
546;Ribeirão Branco;26;-20.52704000;-48.55450000;3543006;15;697.50
547;Nova Campina;26;-24.12249000;-48.90304000;3532827;15;385.38
548;Itaberá;26;-23.49416000;-46.40888000;3521705;15;1110.35
549;Itararé;26;-24.11690000;-49.32469000;3523206;15;1003.86
550;Riversul;26;-21.21129000;-50.41417000;3543501;15;385.88
551;Bom Sucesso de Itararé;26;-24.31892850;-49.14429610;3507159;15;133.58
552;Itaporanga;26;-21.97393000;-51.66008000;3522802;15;508.00
553;Barão de Antonina;26;-23.62842000;-49.56304000;3505005;15;153.14
554;Laranjal Paulista;26;-23.05037000;-47.83711000;3526407;15;384.27
555;Cerquilho;26;-23.53232000;-46.88985000;3511508;15;127.80
556;Tietê;26;-23.10802000;-47.71357000;3554508;15;404.40
557;Jumirim;26;-23.08315000;-47.79175000;3525854;15;56.69
558;Porto Feliz;26;-23.33377380;-47.54175120;3540606;15;556.71
559;Boituva;26;-23.25680000;-47.66975000;3507001;15;248.95
560;Iperó;26;-23.53098000;-47.49700000;3521002;15;170.29
561;Conchas;26;-22.36120000;-49.05955000;3512308;14;466.12
562;Pereiras;26;-23.07251000;-47.97671000;3537503;14;223.14
563;Bofete;26;-23.60388000;-47.02643000;3506904;14;653.54
564;Botucatu;26;-22.87871000;-48.43679000;3507506;14;1482.64
565;Anhembi;26;-22.93383000;-48.16176000;3502309;14;736.56
566;Pardinho;26;-23.08036000;-48.37517000;3536109;14;209.89
567;São Manuel;26;-23.50721000;-46.47443000;3550100;14;650.73
568;Pratânia;26;-22.81378000;-48.66537000;3541059;14;175.10
569;Areiópolis;26;-22.67052000;-48.66402000;3503604;14;85.91
570;Borebi;26;-23.17956000;-45.88245000;3507456;14;347.99
571;Lençóis Paulista;26;-22.59459990;-48.79051740;3526803;14;809.54
572;Itatinga;26;-23.10189000;-48.61531000;3523503;14;979.82
573;Avaré;26;-23.19719000;-45.88073000;3504503;14;1213.06
574;Arandu;26;-23.13731000;-49.05790000;3503109;14;285.91
575;Paranapanema;26;-23.38952000;-48.72307000;3535804;14;1018.72
576;Itaí;26;-23.43185000;-49.09491000;3521804;14;1082.78
577;Taquarituba;26;-23.52708000;-49.24555000;3553807;14;448.52
578;Coronel Macedo;26;-23.63227000;-49.31386000;3512605;14;303.83
579;Cerqueira César;26;-23.03427000;-49.15900000;3511409;14;511.62
580;Águas de Santa Bárbara;26;-22.88194000;-49.23960000;3500550;14;404.46
581;Iaras;26;-22.87429000;-49.15832000;3519253;14;401.38
582;Manduri;26;-23.00591000;-49.32163000;3528601;14;229.05
583;Óleo;26;-20.77116000;-49.40224000;3533809;14;198.94
584;Piraju;26;-23.19723000;-49.37913000;3538808;14;823.76
585;Tejupá;26;-23.40042000;-49.34477000;3554201;14;296.19
586;Sarutaiá;26;-23.27140000;-49.47643000;3551207;14;141.61
587;Timburi;26;-23.20734000;-49.60487000;3554607;14;196.79
588;Fartura;26;-23.38399000;-49.50339000;3515400;14;429.17
589;Taguaí;26;-23.44783000;-49.40860000;3553005;14;145.33
590;Santa Cruz do Rio Pardo;26;-22.89156000;-49.64674000;3546405;14;1114.75
591;Espírito Santo do Turvo;26;-22.69141000;-49.42660000;3515194;14;193.67
592;São Pedro do Turvo;26;-22.74701000;-49.74140000;3550506;14;731.22
593;Ipaussu;26;-23.05213000;-49.62934000;3520905;14;209.55
594;Bernardino de Campos;26;-23.01222000;-49.47139000;3506300;14;244.16
595;Chavantes;26;-23.04107000;-49.71391000;3557204;14;188.73
596;Canitar;26;-23.00310000;-49.79072000;3510153;14;57.46
597;Presidente Prudente;26;-22.12685000;-51.38561000;3541406;18;560.64
598;Álvares Machado;26;-22.08261000;-51.45259000;3501301;18;347.65
599;Alfredo Marcondes;26;-21.95396000;-51.41318000;3500808;18;118.92
600;Santo Expedito;26;-21.84735000;-51.39253000;3548302;18;94.47
601;Pirapozinho;26;-22.27911000;-51.49998000;3539202;18;477.68
602;Tarabai;26;-22.30441000;-51.56074000;3553906;18;201.39
603;Narandiba;26;-22.40641000;-51.52393000;3532207;18;357.33
604;Estrela do Norte;26;-22.48809000;-51.66061000;3515301;18;264.99
605;Sandovalina;26;-22.45480000;-51.76330000;3545506;18;455.86
606;Mirante do Paranapanema;26;-22.28670000;-51.90760000;3530201;18;1238.93
607;Rosana;26;-22.46818710;-52.77148970;3544251;18;744.01
608;Euclides da Cunha Paulista;26;-22.56155000;-52.59197000;3515350;18;573.89
609;Teodoro Sampaio;26;-22.53085000;-52.17191000;3554300;18;1555.80
610;Presidente Bernardes;26;-22.00693000;-51.55619000;3541208;18;749.23
611;Emilianópolis;26;-21.83350000;-51.48292000;3515129;18;225.17
612;Santo Anastácio;26;-21.96833000;-51.65127000;3547700;18;552.88
613;Ribeirão dos Índios;26;-21.83759000;-51.60228000;3543238;18;196.45
614;Presidente Venceslau;26;-21.87441220;-51.84433120;3541505;18;755.20
615;Piquerobi;26;-21.88737000;-51.73491000;3538303;18;482.77
616;Marabá Paulista;26;-22.10526000;-51.96118000;3528700;18;919.52
617;Caiuá;26;-21.83382000;-51.99392000;3509106;18;551.16
618;Presidente Epitácio;26;-21.83229440;-51.98982560;3541307;18;1260.28
619;Martinópolis;26;-22.14691000;-51.17055000;3529203;18;1253.56
620;Caiabu;26;-22.01698000;-51.23759000;3508900;18;253.35
621;Indiana;26;-22.09202480;-51.28763980;3520608;18;129.37
622;Regente Feijó;26;-22.21991000;-51.30695000;3542404;18;263.28
623;Anhumas;26;-22.29581120;-51.38616600;3502408;18;320.84
624;Taciba;26;-22.38782000;-51.28618000;3552908;18;607.27
625;Rancharia;26;-22.22652000;-50.89360000;3542206;18;1587.50
626;Iepê;26;-22.66350000;-51.07819000;3519907;18;594.97
627;Nantes;26;-22.61840000;-51.23972000;3532157;18;286.65
628;João Ramalho;26;-22.25117000;-50.76656000;3525607;18;415.45
629;Paraguaçu Paulista;26;-22.47196000;-50.60920000;3535507;18;1001.49
630;Borá;26;-22.26873000;-50.54471000;3507209;18;273.44
631;Lutécia;26;-22.33961000;-50.39200000;3527900;18;475.23
632;Oscar Bressane;26;-22.31684000;-50.27909000;3534500;14;222.13
633;Quatá;26;-22.24815000;-50.69686000;3541703;18;651.34
634;Assis;26;-22.64533000;-50.41534000;3504008;18;460.61
635;Tarumã;26;-22.74715000;-50.57594000;3553955;18;302.91
636;Echaporã;26;-22.42903000;-50.20454000;3514700;18;515.26
637;Maracaí;26;-22.61041000;-50.66845000;3528809;18;533.50
638;Cruzália;26;-22.74224000;-50.79375000;3513306;18;149.33
639;Pedrinhas Paulista;26;-22.81339000;-50.78345000;3537156;18;152.31
640;Florínea;26;-22.90056000;-50.72870000;3516101;18;225.89
641;Cândido Mota;26;-22.75335000;-50.38718000;3510005;18;595.81
642;Ourinhos;26;-22.92305000;-49.90091000;3534708;14;295.82
643;Salto Grande;26;-23.75697000;-46.68149000;3545407;14;188.44
644;Ribeirão do Sul;26;-22.78331000;-49.93233000;3543204;14;203.21
645;Ibirarema;26;-22.81338000;-50.07115000;3519501;14;228.23
646;Campos Novos Paulista;26;-22.60214000;-50.00239000;3509809;14;484.20
647;Palmital;26;-22.77844000;-50.21074000;3535309;18;548.41
648;Platina;26;-22.63354000;-50.20375000;3539707;18;327.48
649;Rio de Janeiro;19;-22.86211000;-43.46207000;3304557;21;1200.18
650;Brasilia;7;-15.79460000;-48.03181000;5300108;61;5780.00
651;Itaguaí;19;-22.89671000;-43.84788000;3302007;21;274.40
652;Mangaratiba;19;-22.96115000;-44.03999000;3302601;21;358.98
653;Seropédica;19;-22.74372000;-43.70086000;3305554;21;283.77
654;Angra dos Reis;19;-23.02164000;-44.53749000;3300100;24;825.08
655;Paraty;19;-23.04740000;-44.68537000;3303807;24;925.39
656;Niterói;19;-22.95217000;-43.09458000;3303302;21;133.92
657;São Gonçalo;19;-22.85038000;-42.94658000;3304904;21;247.71
658;Itaboraí;19;-22.74515000;-42.90968000;3301900;21;430.37
659;Tanguá;19;-22.72968000;-42.70948000;3305752;21;145.50
660;Maricá;19;-22.95898000;-42.81562000;3302700;21;362.57
661;Duque de Caxias;19;-22.78986000;-43.30736000;3301702;21;467.62
662;São João de Meriti;19;-22.51278000;-44.09101000;3305109;21;35.22
663;Petrópolis;19;-22.51436000;-43.19381000;3303906;24;793.09
664;São José do Vale do Rio Preto;19;-22.15253000;-42.92404000;3305158;24;220.19
665;Três Rios;19;-22.33205000;-43.13016000;3306008;24;324.69
666;Areal;19;-22.23187000;-43.10108000;3300225;24;110.92
667;Paraíba do Sul;19;-22.16624000;-43.30213000;3303708;24;571.88
668;Comendador Levy Gasparian;19;-22.01223000;-43.33713000;3300951;24;106.89
669;Sapucaia;19;-22.00480000;-42.93171000;3305406;24;540.83
670;Magé;19;-22.70491000;-43.14595000;3302502;21;393.97
671;Guapimirim;19;-22.52149000;-42.97928000;3301850;21;358.00
672;Teresópolis;19;-22.40584000;-42.97708000;3305802;21;770.60
673;Nova Iguaçu;19;-22.74521000;-43.49249000;3303500;21;518.00
674;Belford Roxo;19;-22.75827000;-43.37525000;3300456;21;78.99
675;Queimados;19;-22.71599000;-43.58840000;3304144;21;75.70
676;Japeri;19;-22.68707000;-43.63291000;3302270;21;81.87
677;Nilópolis;19;-22.79684000;-43.40790000;3303203;21;19.39
678;Mesquita;19;-22.79711000;-43.44039000;3302858;21;41.47
679;Paracambi;19;-22.60872000;-43.70991000;3303609;21;191.06
680;Engenheiro Paulo de Frontin;19;-22.54886000;-43.67557000;3301801;24;138.90
681;Mendes;19;-22.52548000;-43.72962000;3302809;24;97.29
682;Miguel Pereira;19;-22.45581000;-43.46889000;3302908;24;289.18
683;Paty do Alferes;19;-22.40469000;-43.41192000;3303856;24;313.77
684;Barra do Piraí;19;-22.45882000;-43.81335000;3300308;24;578.97
685;Piraí;19;-22.62831000;-43.90358000;3304003;24;505.38
686;Pinheiral;19;-22.51777000;-43.99994000;3303955;24;76.53
687;Volta Redonda;19;-22.53016000;-44.14025000;3306305;24;182.48
688;Barra Mansa;19;-22.53796000;-44.12013000;3300407;24;547.19
689;Quatis;19;-22.41441000;-44.26356000;3304128;24;286.09
690;Rio Claro;19;-22.72454000;-44.13490000;3304409;24;834.69
691;Resende;19;-22.47790000;-44.45551000;3304201;24;1094.81
692;Porto Real;19;-22.41324000;-44.29729000;3304110;24;50.78
693;Itatiaia;19;-22.49627000;-44.56416000;3302254;24;245.14
694;Valença;19;-22.34089000;-43.67784000;3306107;24;1304.81
695;Rio das Flores;19;-22.39351000;-41.78547000;3304508;24;478.31
696;Vassouras;19;-22.41807000;-43.67045000;3306206;24;536.76
697;Macaé;19;-22.40162000;-41.82666000;3302403;22;1216.85
698;Mossoró;20;-5.19365000;-37.34532000;2408003;84;2099.33
699;Carapebus;19;-22.85583000;-42.27513000;3300936;22;308.13
700;Campos dos Goytacazes;19;-21.78921000;-41.29344000;3301009;22;4026.70
701;Cardoso Moreira;19;-21.48982000;-41.61782000;3301157;22;524.63
702;São João da Barra;19;-21.62805000;-41.01957000;3305000;22;455.04
703;São Francisco de Itabapoana;19;-21.51697000;-41.07600000;3304755;22;1122.44
704;Italva;19;-21.42441000;-41.69287000;3302056;22;293.82
705;Itaperuna;19;-22.74127000;-43.69900000;3302205;22;1105.34
706;Laje do Muriaé;19;-21.20916980;-42.11877690;3302304;22;249.97
707;Bom Jesus do Itabapoana;19;-21.13690000;-41.67749000;3300605;22;597.34
708;Varre-Sai;19;-20.93025000;-41.86862000;3306156;22;201.94
709;Natividade;19;-21.04277000;-41.97773000;3303104;22;386.53
710;Porciúncula;19;-20.92947000;-41.95583000;3304102;22;291.85
711;São Fidélis;19;-21.62922000;-41.62011000;3304805;22;1031.56
712;Cambuci;19;-21.57654000;-41.91407000;3300902;22;561.70
713;São José de Ubá;19;-21.35965000;-41.94288000;3305133;22;250.28
714;Miracema;19;-21.41206000;-42.19662000;3303005;22;304.52
715;Santo Antônio de Pádua;19;-21.52958000;-42.20409000;3304706;22;603.36
716;Aperibé;19;-21.62611000;-42.11846000;3300159;22;94.64
